,loss_A,loss_B,lossFair_max
0,0.07600090889435661,0.0019365477137014658,0.03602143495469337
1,0.05788682432514986,0.004319008705883945,0.02272505695350743
2,0.5679739285642382,0.011144818970293898,0.20927692196940975
3,0.15924051313371973,0.009529933812630528,0.08859366285637504
4,0.10539064284252941,0.011389345188882486,0.05541405217466312
5,0.37239902014496673,0.014178463794531417,0.12539667119183967
6,0.5243350538680961,0.03710012559809919,0.23065555113302091
7,0.690838805729232,0.012275744712712413,0.31485915457944047
8,0.6689347906642793,0.013434217814718246,0.32863299207430285
9,0.6440271864228667,0.0091520083283227,0.2899501591511146
10,0.48745552782906565,0.008598772833938237,0.2315802389692236
11,0.4576727780369558,0.005491553073025613,0.1216495794914211
12,0.02772227403109299,0.0007436729301921617,0.015221942907651548
13,0.02145088653315955,0.0006465702078076115,0.01063536187748139
14,0.019617688429365867,0.0005757046322599384,0.009842894960592466
15,0.005950225471868758,0.00023464632923091535,0.0026514418855277
16,0.005222380675148345,0.00020733538455595192,0.0022599710815842766
17,0.0036357270251034237,0.00014396116750090918,0.0015820927472364437
18,0.0034847044905919294,0.00013779543326981433,0.001498094800782115
19,0.0025040113525023867,0.00010156009319058129,0.0010735752330087362
20,0.0014668205148407598,5.791520021213875e-05,0.0006552023544706722
21,-1.3659203915280667e-30,1.0121044997736088e-29,2.0666853241062596e-14
