,loss_A,loss_B,lossFair_max
0,0.003986486684877272,0.034954554928418174,0.015388938944191953
1,0.005920099920942142,0.14101461189051878,0.09625280732592388
2,0.03187118838346496,0.12405888348676085,0.06792695822479138
3,0.012740438485574266,0.08368132858457106,0.03980990256190949
4,0.013778819273359333,0.08870088682989193,0.04239580613458908
5,0.015171837847791882,0.09886120789332786,0.0468669524634002
6,0.020137176664757363,0.14968883604946176,0.06756047994891035
7,0.021919214725412445,0.17964892097404483,0.07905566708409804
8,0.019998593792730276,0.1543144618141418,0.06982596051863522
9,0.017711397301804786,0.14028273178096964,0.06320234673900021
10,0.02034322467605899,0.18387842378343208,0.08077308244503371
11,0.018635431825427647,0.1601599083604501,0.07224589636300402
12,0.01973585569912571,0.16609936266223296,0.07495286852383479
13,0.024054777691871664,0.1779792186442645,0.08048550375796648
14,0.019586811299745908,0.15944951394511847,0.07163880326401315
15,0.01905929503127671,0.16098939658090858,0.07253438470638156
16,0.020765896810499816,0.169640961303319,0.0759656046754006
17,0.0205580716178229,0.15570687239529785,0.07113705262271919
18,0.0196603342688846,0.15769455392167153,0.07128275168239852
19,0.018984531454809227,0.16199061779028193,0.07443931146083982
